  3.13E+00	-3.45E+00	3.13E+00	-3.45E+00	3.13E+00	-3.45E+00	3.13E+00	-3.45E+00	3.13E+00	-3.45E+00	3.13E+00	-3.45E+00	3.13E+00	-3.45E+00	3.13E+00	-3.45E+00	3.13E+00	-3.45E+00	3.13E+00	-3.45E+00	3.13E+00	-3.45E+00	3.13E+00	-3.45E+00	3.13E+00	-3.45E+00	3.13E+00	-3.45E+00	3.13E+00	-3.45E+00	3.13E+00	-3.45E+00	3.13E+00	-3.45E+00	3.13E+00	-3.45E+00	3.13E+00	-3.45E+00	3.13E+00	-3.45E+00	3.13E+00	-3.45E+00	3.13E+00	-3.45E+00	3.13E+00	-3.45E+00	3.13E+00	-3.45E+00	3.13E+00	-3.45E+00	3.13E+00	-3.45E+00	3.13E+00	-3.45E+00	3.13E+00	-3.45E+00	3.13E+00	-3.45E+00	3.13E+00	-3.45E+00	3.13E+00	-3.45E+00	3.13E+00	-3.45E+00
  3.09E+00	-3.64E+00	3.09E+00	-3.64E+00	3.09E+00	-3.64E+00	3.09E+00	-3.64E+00	3.09E+00	-3.64E+00	3.09E+00	-3.64E+00	3.09E+00	-3.64E+00	3.09E+00	-3.64E+00	3.09E+00	-3.64E+00	3.09E+00	-3.64E+00	3.09E+00	-3.64E+00	3.09E+00	-3.64E+00	3.09E+00	-3.64E+00	3.09E+00	-3.64E+00	3.09E+00	-3.64E+00	3.09E+00	-3.64E+00	3.09E+00	-3.64E+00	3.09E+00	-3.64E+00	3.09E+00	-3.64E+00	3.09E+00	-3.64E+00	3.09E+00	-3.64E+00	3.09E+00	-3.64E+00	3.09E+00	-3.64E+00	3.09E+00	-3.64E+00	3.09E+00	-3.64E+00	3.09E+00	-3.64E+00	3.09E+00	-3.64E+00	3.09E+00	-3.64E+00	3.09E+00	-3.64E+00	3.09E+00	-3.64E+00	3.09E+00	-3.64E+00	3.09E+00	-3.64E+00
  2.91E+00	-4.01E+00	2.91E+00	-4.01E+00	2.91E+00	-4.01E+00	2.91E+00	-4.01E+00	2.91E+00	-4.01E+00	2.91E+00	-4.01E+00	2.91E+00	-4.01E+00	2.91E+00	-4.01E+00	2.91E+00	-4.01E+00	2.91E+00	-4.01E+00	2.91E+00	-4.01E+00	2.91E+00	-4.01E+00	2.91E+00	-4.01E+00	2.91E+00	-4.01E+00	2.91E+00	-4.01E+00	2.91E+00	-4.01E+00	2.91E+00	-4.01E+00	2.91E+00	-4.01E+00	2.91E+00	-4.01E+00	2.91E+00	-4.01E+00	2.91E+00	-4.01E+00	2.91E+00	-4.01E+00	2.91E+00	-4.01E+00	2.91E+00	-4.01E+00	2.91E+00	-4.01E+00	2.91E+00	-4.01E+00	2.91E+00	-4.01E+00	2.91E+00	-4.01E+00	2.91E+00	-4.01E+00	2.91E+00	-4.01E+00	2.91E+00	-4.01E+00	2.91E+00	-4.01E+00
  2.68E+00	-3.02E+00	2.68E+00	-3.02E+00	2.68E+00	-3.02E+00	2.68E+00	-3.02E+00	2.68E+00	-3.02E+00	2.68E+00	-3.02E+00	2.68E+00	-3.02E+00	2.68E+00	-3.02E+00	2.68E+00	-3.02E+00	2.68E+00	-3.02E+00	2.68E+00	-3.02E+00	2.68E+00	-3.02E+00	2.68E+00	-3.02E+00	2.68E+00	-3.02E+00	2.68E+00	-3.02E+00	2.68E+00	-3.02E+00	2.68E+00	-3.02E+00	2.68E+00	-3.02E+00	2.68E+00	-3.02E+00	2.68E+00	-3.02E+00	2.68E+00	-3.02E+00	2.68E+00	-3.02E+00	2.68E+00	-3.02E+00	2.68E+00	-3.02E+00	2.68E+00	-3.02E+00	2.68E+00	-3.02E+00	2.68E+00	-3.02E+00	2.68E+00	-3.02E+00	2.68E+00	-3.02E+00	2.68E+00	-3.02E+00	2.68E+00	-3.02E+00	2.68E+00	-3.02E+00
  2.75E+00	-2.71E+00	2.75E+00	-2.71E+00	2.75E+00	-2.71E+00	2.75E+00	-2.71E+00	2.75E+00	-2.71E+00	2.75E+00	-2.71E+00	2.75E+00	-2.71E+00	2.75E+00	-2.71E+00	2.75E+00	-2.71E+00	2.75E+00	-2.71E+00	2.75E+00	-2.71E+00	2.75E+00	-2.71E+00	2.75E+00	-2.71E+00	2.75E+00	-2.71E+00	2.75E+00	-2.71E+00	2.75E+00	-2.71E+00	2.75E+00	-2.71E+00	2.75E+00	-2.71E+00	2.75E+00	-2.71E+00	2.75E+00	-2.71E+00	2.75E+00	-2.71E+00	2.75E+00	-2.71E+00	2.75E+00	-2.71E+00	2.75E+00	-2.71E+00	2.75E+00	-2.71E+00	2.75E+00	-2.71E+00	2.75E+00	-2.71E+00	2.75E+00	-2.71E+00	2.75E+00	-2.71E+00	2.75E+00	-2.71E+00	2.75E+00	-2.71E+00	2.75E+00	-2.71E+00
  4.17E+00	-3.46E+00	4.17E+00	-3.46E+00	4.17E+00	-3.46E+00	4.17E+00	-3.46E+00	4.17E+00	-3.46E+00	4.17E+00	-3.46E+00	4.17E+00	-3.46E+00	4.17E+00	-3.46E+00	4.17E+00	-3.46E+00	4.17E+00	-3.46E+00	4.17E+00	-3.46E+00	4.17E+00	-3.46E+00	4.17E+00	-3.46E+00	4.17E+00	-3.46E+00	4.17E+00	-3.46E+00	4.17E+00	-3.46E+00	4.17E+00	-3.46E+00	4.17E+00	-3.46E+00	4.17E+00	-3.46E+00	4.17E+00	-3.46E+00	4.17E+00	-3.46E+00	4.17E+00	-3.46E+00	4.17E+00	-3.46E+00	4.17E+00	-3.46E+00	4.17E+00	-3.46E+00	4.17E+00	-3.46E+00	4.17E+00	-3.46E+00	4.17E+00	-3.46E+00	4.17E+00	-3.46E+00	4.17E+00	-3.46E+00	4.17E+00	-3.46E+00	4.17E+00	-3.46E+00
  3.93E+00	-2.11E+00	3.93E+00	-2.11E+00	3.93E+00	-2.11E+00	3.93E+00	-2.11E+00	3.93E+00	-2.11E+00	3.93E+00	-2.11E+00	3.93E+00	-2.11E+00	3.93E+00	-2.11E+00	3.93E+00	-2.11E+00	3.93E+00	-2.11E+00	3.93E+00	-2.11E+00	3.93E+00	-2.11E+00	3.93E+00	-2.11E+00	3.93E+00	-2.11E+00	3.93E+00	-2.11E+00	3.93E+00	-2.11E+00	3.93E+00	-2.11E+00	3.93E+00	-2.11E+00	3.93E+00	-2.11E+00	3.93E+00	-2.11E+00	3.93E+00	-2.11E+00	3.93E+00	-2.11E+00	3.93E+00	-2.11E+00	3.93E+00	-2.11E+00	3.93E+00	-2.11E+00	3.93E+00	-2.11E+00	3.93E+00	-2.11E+00	3.93E+00	-2.11E+00	3.93E+00	-2.11E+00	3.93E+00	-2.11E+00	3.93E+00	-2.11E+00	3.93E+00	-2.11E+00
  4.38E+00	-2.38E+00	4.38E+00	-2.38E+00	4.38E+00	-2.38E+00	4.38E+00	-2.38E+00	4.38E+00	-2.38E+00	4.38E+00	-2.38E+00	4.38E+00	-2.38E+00	4.38E+00	-2.38E+00	4.38E+00	-2.38E+00	4.38E+00	-2.38E+00	4.38E+00	-2.38E+00	4.38E+00	-2.38E+00	4.38E+00	-2.38E+00	4.38E+00	-2.38E+00	4.38E+00	-2.38E+00	4.38E+00	-2.38E+00	4.38E+00	-2.38E+00	4.38E+00	-2.38E+00	4.38E+00	-2.38E+00	4.38E+00	-2.38E+00	4.38E+00	-2.38E+00	4.38E+00	-2.38E+00	4.38E+00	-2.38E+00	4.38E+00	-2.38E+00	4.38E+00	-2.38E+00	4.38E+00	-2.38E+00	4.38E+00	-2.38E+00	4.38E+00	-2.38E+00	4.38E+00	-2.38E+00	4.38E+00	-2.38E+00	4.38E+00	-2.38E+00	4.38E+00	-2.38E+00
  4.80E+00	-3.38E+00	4.80E+00	-3.38E+00	4.80E+00	-3.38E+00	4.80E+00	-3.38E+00	4.80E+00	-3.38E+00	4.80E+00	-3.38E+00	4.80E+00	-3.38E+00	4.80E+00	-3.38E+00	4.80E+00	-3.38E+00	4.80E+00	-3.38E+00	4.80E+00	-3.38E+00	4.80E+00	-3.38E+00	4.80E+00	-3.38E+00	4.80E+00	-3.38E+00	4.80E+00	-3.38E+00	4.80E+00	-3.38E+00	4.80E+00	-3.38E+00	4.80E+00	-3.38E+00	4.80E+00	-3.38E+00	4.80E+00	-3.38E+00	4.80E+00	-3.38E+00	4.80E+00	-3.38E+00	4.80E+00	-3.38E+00	4.80E+00	-3.38E+00	4.80E+00	-3.38E+00	4.80E+00	-3.38E+00	4.80E+00	-3.38E+00	4.80E+00	-3.38E+00	4.80E+00	-3.38E+00	4.80E+00	-3.38E+00	4.80E+00	-3.38E+00	4.80E+00	-3.38E+00
  4.17E+00	-2.81E+00	4.17E+00	-2.81E+00	4.17E+00	-2.81E+00	4.17E+00	-2.81E+00	4.17E+00	-2.81E+00	4.17E+00	-2.81E+00	4.17E+00	-2.81E+00	4.17E+00	-2.81E+00	4.17E+00	-2.81E+00	4.17E+00	-2.81E+00	4.17E+00	-2.81E+00	4.17E+00	-2.81E+00	4.17E+00	-2.81E+00	4.17E+00	-2.81E+00	4.17E+00	-2.81E+00	4.17E+00	-2.81E+00	4.17E+00	-2.81E+00	4.17E+00	-2.81E+00	4.17E+00	-2.81E+00	4.17E+00	-2.81E+00	4.17E+00	-2.81E+00	4.17E+00	-2.81E+00	4.17E+00	-2.81E+00	4.17E+00	-2.81E+00	4.17E+00	-2.81E+00	4.17E+00	-2.81E+00	4.17E+00	-2.81E+00	4.17E+00	-2.81E+00	4.17E+00	-2.81E+00	4.17E+00	-2.81E+00	4.17E+00	-2.81E+00	4.17E+00	-2.81E+00
  2.47E+00	-1.61E+00	2.47E+00	-1.61E+00	2.47E+00	-1.61E+00	2.47E+00	-1.61E+00	2.47E+00	-1.61E+00	2.47E+00	-1.61E+00	2.47E+00	-1.61E+00	2.47E+00	-1.61E+00	2.47E+00	-1.61E+00	2.47E+00	-1.61E+00	2.47E+00	-1.61E+00	2.47E+00	-1.61E+00	2.47E+00	-1.61E+00	2.47E+00	-1.61E+00	2.47E+00	-1.61E+00	2.47E+00	-1.61E+00	2.47E+00	-1.61E+00	2.47E+00	-1.61E+00	2.47E+00	-1.61E+00	2.47E+00	-1.61E+00	2.47E+00	-1.61E+00	2.47E+00	-1.61E+00	2.47E+00	-1.61E+00	2.47E+00	-1.61E+00	2.47E+00	-1.61E+00	2.47E+00	-1.61E+00	2.47E+00	-1.61E+00	2.47E+00	-1.61E+00	2.47E+00	-1.61E+00	2.47E+00	-1.61E+00	2.47E+00	-1.61E+00	2.47E+00	-1.61E+00
  3.48E+00	-1.55E+00	3.48E+00	-1.55E+00	3.48E+00	-1.55E+00	3.48E+00	-1.55E+00	3.48E+00	-1.55E+00	3.48E+00	-1.55E+00	3.48E+00	-1.55E+00	3.48E+00	-1.55E+00	3.48E+00	-1.55E+00	3.48E+00	-1.55E+00	3.48E+00	-1.55E+00	3.48E+00	-1.55E+00	3.48E+00	-1.55E+00	3.48E+00	-1.55E+00	3.48E+00	-1.55E+00	3.48E+00	-1.55E+00	3.48E+00	-1.55E+00	3.48E+00	-1.55E+00	3.48E+00	-1.55E+00	3.48E+00	-1.55E+00	3.48E+00	-1.55E+00	3.48E+00	-1.55E+00	3.48E+00	-1.55E+00	3.48E+00	-1.55E+00	3.48E+00	-1.55E+00	3.48E+00	-1.55E+00	3.48E+00	-1.55E+00	3.48E+00	-1.55E+00	3.48E+00	-1.55E+00	3.48E+00	-1.55E+00	3.48E+00	-1.55E+00	3.48E+00	-1.55E+00
  3.37E+00	-1.82E+00	3.37E+00	-1.82E+00	3.37E+00	-1.82E+00	3.37E+00	-1.82E+00	3.37E+00	-1.82E+00	3.37E+00	-1.82E+00	3.37E+00	-1.82E+00	3.37E+00	-1.82E+00	3.37E+00	-1.82E+00	3.37E+00	-1.82E+00	3.37E+00	-1.82E+00	3.37E+00	-1.82E+00	3.37E+00	-1.82E+00	3.37E+00	-1.82E+00	3.37E+00	-1.82E+00	3.37E+00	-1.82E+00	3.37E+00	-1.82E+00	3.37E+00	-1.82E+00	3.37E+00	-1.82E+00	3.37E+00	-1.82E+00	3.37E+00	-1.82E+00	3.37E+00	-1.82E+00	3.37E+00	-1.82E+00	3.37E+00	-1.82E+00	3.37E+00	-1.82E+00	3.37E+00	-1.82E+00	3.37E+00	-1.82E+00	3.37E+00	-1.82E+00	3.37E+00	-1.82E+00	3.37E+00	-1.82E+00	3.37E+00	-1.82E+00	3.37E+00	-1.82E+00
  2.88E+00	-1.85E+00	2.88E+00	-1.85E+00	2.88E+00	-1.85E+00	2.88E+00	-1.85E+00	2.88E+00	-1.85E+00	2.88E+00	-1.85E+00	2.88E+00	-1.85E+00	2.88E+00	-1.85E+00	2.88E+00	-1.85E+00	2.88E+00	-1.85E+00	2.88E+00	-1.85E+00	2.88E+00	-1.85E+00	2.88E+00	-1.85E+00	2.88E+00	-1.85E+00	2.88E+00	-1.85E+00	2.88E+00	-1.85E+00	2.88E+00	-1.85E+00	2.88E+00	-1.85E+00	2.88E+00	-1.85E+00	2.88E+00	-1.85E+00	2.88E+00	-1.85E+00	2.88E+00	-1.85E+00	2.88E+00	-1.85E+00	2.88E+00	-1.85E+00	2.88E+00	-1.85E+00	2.88E+00	-1.85E+00	2.88E+00	-1.85E+00	2.88E+00	-1.85E+00	2.88E+00	-1.85E+00	2.88E+00	-1.85E+00	2.88E+00	-1.85E+00	2.88E+00	-1.85E+00
  3.11E+00	-1.64E+00	3.11E+00	-1.64E+00	3.11E+00	-1.64E+00	3.11E+00	-1.64E+00	3.11E+00	-1.64E+00	3.11E+00	-1.64E+00	3.11E+00	-1.64E+00	3.11E+00	-1.64E+00	3.11E+00	-1.64E+00	3.11E+00	-1.64E+00	3.11E+00	-1.64E+00	3.11E+00	-1.64E+00	3.11E+00	-1.64E+00	3.11E+00	-1.64E+00	3.11E+00	-1.64E+00	3.11E+00	-1.64E+00	3.11E+00	-1.64E+00	3.11E+00	-1.64E+00	3.11E+00	-1.64E+00	3.11E+00	-1.64E+00	3.11E+00	-1.64E+00	3.11E+00	-1.64E+00	3.11E+00	-1.64E+00	3.11E+00	-1.64E+00	3.11E+00	-1.64E+00	3.11E+00	-1.64E+00	3.11E+00	-1.64E+00	3.11E+00	-1.64E+00	3.11E+00	-1.64E+00	3.11E+00	-1.64E+00	3.11E+00	-1.64E+00	3.11E+00	-1.64E+00
  2.22E+00	7.43E-02	2.22E+00	7.43E-02	2.22E+00	7.43E-02	2.22E+00	7.43E-02	2.22E+00	7.43E-02	2.22E+00	7.43E-02	2.22E+00	7.43E-02	2.22E+00	7.43E-02	2.22E+00	7.43E-02	2.22E+00	7.43E-02	2.22E+00	7.43E-02	2.22E+00	7.43E-02	2.22E+00	7.43E-02	2.22E+00	7.43E-02	2.22E+00	7.43E-02	2.22E+00	7.43E-02	2.22E+00	7.43E-02	2.22E+00	7.43E-02	2.22E+00	7.43E-02	2.22E+00	7.43E-02	2.22E+00	7.43E-02	2.22E+00	7.43E-02	2.22E+00	7.43E-02	2.22E+00	7.43E-02	2.22E+00	7.43E-02	2.22E+00	7.43E-02	2.22E+00	7.43E-02	2.22E+00	7.43E-02	2.22E+00	7.43E-02	2.22E+00	7.43E-02	2.22E+00	7.43E-02	2.22E+00	7.43E-02
  1.99E+00	1.63E-01	1.99E+00	1.63E-01	1.99E+00	1.63E-01	1.99E+00	1.63E-01	1.99E+00	1.63E-01	1.99E+00	1.63E-01	1.99E+00	1.63E-01	1.99E+00	1.63E-01	1.99E+00	1.63E-01	1.99E+00	1.63E-01	1.99E+00	1.63E-01	1.99E+00	1.63E-01	1.99E+00	1.63E-01	1.99E+00	1.63E-01	1.99E+00	1.63E-01	1.99E+00	1.63E-01	1.99E+00	1.63E-01	1.99E+00	1.63E-01	1.99E+00	1.63E-01	1.99E+00	1.63E-01	1.99E+00	1.63E-01	1.99E+00	1.63E-01	1.99E+00	1.63E-01	1.99E+00	1.63E-01	1.99E+00	1.63E-01	1.99E+00	1.63E-01	1.99E+00	1.63E-01	1.99E+00	1.63E-01	1.99E+00	1.63E-01	1.99E+00	1.63E-01	1.99E+00	1.63E-01	1.99E+00	1.63E-01
  2.95E+00	1.69E-02	2.95E+00	1.69E-02	2.95E+00	1.69E-02	2.95E+00	1.69E-02	2.95E+00	1.69E-02	2.95E+00	1.69E-02	2.95E+00	1.69E-02	2.95E+00	1.69E-02	2.95E+00	1.69E-02	2.95E+00	1.69E-02	2.95E+00	1.69E-02	2.95E+00	1.69E-02	2.95E+00	1.69E-02	2.95E+00	1.69E-02	2.95E+00	1.69E-02	2.95E+00	1.69E-02	2.95E+00	1.69E-02	2.95E+00	1.69E-02	2.95E+00	1.69E-02	2.95E+00	1.69E-02	2.95E+00	1.69E-02	2.95E+00	1.69E-02	2.95E+00	1.69E-02	2.95E+00	1.69E-02	2.95E+00	1.69E-02	2.95E+00	1.69E-02	2.95E+00	1.69E-02	2.95E+00	1.69E-02	2.95E+00	1.69E-02	2.95E+00	1.69E-02	2.95E+00	1.69E-02	2.95E+00	1.69E-02
  2.02E+00	1.72E-01	2.02E+00	1.72E-01	2.02E+00	1.72E-01	2.02E+00	1.72E-01	2.02E+00	1.72E-01	2.02E+00	1.72E-01	2.02E+00	1.72E-01	2.02E+00	1.72E-01	2.02E+00	1.72E-01	2.02E+00	1.72E-01	2.02E+00	1.72E-01	2.02E+00	1.72E-01	2.02E+00	1.72E-01	2.02E+00	1.72E-01	2.02E+00	1.72E-01	2.02E+00	1.72E-01	2.02E+00	1.72E-01	2.02E+00	1.72E-01	2.02E+00	1.72E-01	2.02E+00	1.72E-01	2.02E+00	1.72E-01	2.02E+00	1.72E-01	2.02E+00	1.72E-01	2.02E+00	1.72E-01	2.02E+00	1.72E-01	2.02E+00	1.72E-01	2.02E+00	1.72E-01	2.02E+00	1.72E-01	2.02E+00	1.72E-01	2.02E+00	1.72E-01	2.02E+00	1.72E-01	2.02E+00	1.72E-01
